#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 49289C2D  29  11   u    0       0         19              2      HF    39    45      2
 49389C2D  29  11   u    0       0         19              3      HF    39    45      3
 4928942D  29  11   u    0       0         20              0      HF    37    45      2
 4938942D  29  11   u    0       0         20              1      HF    37    45      3
 49288C2D  29  11   u    0       0         20              2      HF    35    45      2
 49388C2D  29  11   u    0       0         20              3      HF    35    45      3
 4918A02B  29  11   u    0       0         21              0      HF    40    43      1
 4948A02B  29  11   u    0       0         21              1      HF    40    43      4
 4918982D  29  11   u    0       0         21              2      HF    38    45      1
 4948982D  29  11   u    0       0         21              3      HF    38    45      4
 4918902D  29  11   u    0       0         22              0      HF    36    45      1
 4948902D  29  11   u    0       0         22              1      HF    36    45      4
 49189C2D  29  11   u    0       0         22              2      HF    39    45      1
 49489C2D  29  11   u    0       0         22              3      HF    39    45      4
 4918942D  29  11   u    0       0         23              0      HF    37    45      1
 4948942D  29  11   u    0       0         23              1      HF    37    45      4
 49188C2D  29  11   u    0       0         23              2      HF    35    45      1
 49488C2D  29  11   u    0       0         23              3      HF    35    45      4
 4918842F  29  12   u    0       0          0              0      HF    33    47      1
 4948842F  29  12   u    0       0          0              1      HF    33    47      4
 49187C2F  29  12   u    0       0          0              2      HF    31    47      1
 49487C2F  29  12   u    0       0          0              3      HF    31    47      4
 4918742F  29  12   u    0       0          1              0      HF    29    47      1
 4948742F  29  12   u    0       0          1              1      HF    29    47      4
 4918882F  29  12   u    0       0          1              2      HF    34    47      1
 4948882F  29  12   u    0       0          1              3      HF    34    47      4
 4918802F  29  12   u    0       0          2              0      HF    32    47      1
 4948802F  29  12   u    0       0          2              1      HF    32    47      4
 4918782F  29  12   u    0       0          2              2      HF    30    47      1
 4948782F  29  12   u    0       0          2              3      HF    30    47      4
 4928842F  29  12   u    0       0          3              0      HF    33    47      2
 4938842F  29  12   u    0       0          3              1      HF    33    47      3
 49287C2F  29  12   u    0       0          3              2      HF    31    47      2
 49387C2F  29  12   u    0       0          3              3      HF    31    47      3
 4928742F  29  12   u    0       0          4              0      HF    29    47      2
 4938742F  29  12   u    0       0          4              1      HF    29    47      3
 4928882F  29  12   u    0       0          4              2      HF    34    47      2
 4938882F  29  12   u    0       0          4              3      HF    34    47      3
 4928802F  29  12   u    0       0          5              0      HF    32    47      2
 4938802F  29  12   u    0       0          5              1      HF    32    47      3
 4928782F  29  12   u    0       0          5              2      HF    30    47      2
 4938782F  29  12   u    0       0          5              3      HF    30    47      3
 4918A42F  29  12   u    0       0          6              0      HF    41    47      1
 4948A42F  29  12   u    0       0          6              1      HF    41    47      4
 4918942F  29  12   u    0       0          6              2      HF    37    47      1
 4948942F  29  12   u    0       0          6              3      HF    37    47      4
 49188C2F  29  12   u    0       0          7              0      HF    35    47      1
 49488C2F  29  12   u    0       0          7              1      HF    35    47      4
 49189C2F  29  12   u    0       0          7              2      HF    39    47      1
 49489C2F  29  12   u    0       0          7              3      HF    39    47      4
 4918982F  29  12   u    0       0          8              0      HF    38    47      1
 4948982F  29  12   u    0       0          8              1      HF    38    47      4
 4918902F  29  12   u    0       0          8              2      HF    36    47      1
 4948902F  29  12   u    0       0          8              3      HF    36    47      4
 4928A42F  29  12   u    0       0          9              0      HF    41    47      2
 4938A42F  29  12   u    0       0          9              1      HF    41    47      3
 4928942F  29  12   u    0       0          9              2      HF    37    47      2
 4938942F  29  12   u    0       0          9              3      HF    37    47      3
 49288C2F  29  12   u    0       0         10              0      HF    35    47      2
 49388C2F  29  12   u    0       0         10              1      HF    35    47      3
 49289C2F  29  12   u    0       0         10              2      HF    39    47      2
 49389C2F  29  12   u    0       0         10              3      HF    39    47      3
 4928982F  29  12   u    0       0         11              0      HF    38    47      2
 4938982F  29  12   u    0       0         11              1      HF    38    47      3
 4928902F  29  12   u    0       0         11              2      HF    36    47      2
 4938902F  29  12   u    0       0         11              3      HF    36    47      3
 49288831  29  12   u    0       0         12              0      HF    34    49      2
 49388831  29  12   u    0       0         12              1      HF    34    49      3
 49288031  29  12   u    0       0         12              2      HF    32    49      2
 49388031  29  12   u    0       0         12              3      HF    32    49      3
 49287831  29  12   u    0       0         13              0      HF    30    49      2
 49387831  29  12   u    0       0         13              1      HF    30    49      3
 49288431  29  12   u    0       0         13              2      HF    33    49      2
 49388431  29  12   u    0       0         13              3      HF    33    49      3
 49287C31  29  12   u    0       0         14              0      HF    31    49      2
 49387C31  29  12   u    0       0         14              1      HF    31    49      3
 49287431  29  12   u    0       0         14              2      HF    29    49      2
 49387431  29  12   u    0       0         14              3      HF    29    49      3
 49188831  29  12   u    0       0         15              0      HF    34    49      1
 49488831  29  12   u    0       0         15              1      HF    34    49      4
 49188031  29  12   u    0       0         15              2      HF    32    49      1
 49488031  29  12   u    0       0         15              3      HF    32    49      4
 49187831  29  12   u    0       0         16              0      HF    30    49      1
 49487831  29  12   u    0       0         16              1      HF    30    49      4
 49188431  29  12   u    0       0         16              2      HF    33    49      1
 49488431  29  12   u    0       0         16              3      HF    33    49      4
 49187C31  29  12   u    0       0         17              0      HF    31    49      1
 49487C31  29  12   u    0       0         17              1      HF    31    49      4
 49187431  29  12   u    0       0         17              2      HF    29    49      1
 49487431  29  12   u    0       0         17              3      HF    29    49      4
 4928A02F  29  12   u    0       0         18              0      HF    40    47      2
 4938A02F  29  12   u    0       0         18              1      HF    40    47      3
 49289831  29  12   u    0       0         18              2      HF    38    49      2
 49389831  29  12   u    0       0         18              3      HF    38    49      3
 49289031  29  12   u    0       0         19              0      HF    36    49      2
 49389031  29  12   u    0       0         19              1      HF    36    49      3
 49289C31  29  12   u    0       0         19              2      HF    39    49      2
 49389C31  29  12   u    0       0         19              3      HF    39    49      3
 49289431  29  12   u    0       0         20              0      HF    37    49      2
 49389431  29  12   u    0       0         20              1      HF    37    49      3
 49288C31  29  12   u    0       0         20              2      HF    35    49      2
 49388C31  29  12   u    0       0         20              3      HF    35    49      3
 4918A02F  29  12   u    0       0         21              0      HF    40    47      1
 4948A02F  29  12   u    0       0         21              1      HF    40    47      4
 49189831  29  12   u    0       0         21              2      HF    38    49      1
 49489831  29  12   u    0       0         21              3      HF    38    49      4
 49189031  29  12   u    0       0         22              0      HF    36    49      1
 49489031  29  12   u    0       0         22              1      HF    36    49      4
 49189C31  29  12   u    0       0         22              2      HF    39    49      1
 49489C31  29  12   u    0       0         22              3      HF    39    49      4
 49189431  29  12   u    0       0         23              0      HF    37    49      1
 49489431  29  12   u    0       0         23              1      HF    37    49      4
 49188C31  29  12   u    0       0         23              2      HF    35    49      1
 49488C31  29  12   u    0       0         23              3      HF    35    49      4
 43402846  30   1   u    0       0          0              0      HB   -10    70      4
 43402446  30   1   u    0       0          0              1      HB    -9    70      4
 43403046  30   1   u    0       0          0              2      HB   -12    70      4
 43402C46  30   1   u    0       0          0              3      HB   -11    70      4
 43202846  30   1   u    0       0          0              4      HB   -10    70      2
 43202446  30   1   u    0       0          0              5      HB    -9    70      2
 43203046  30   1   u    0       0          0              6      HB   -12    70      2
 43202C46  30   1   u    0       0          0              7      HB   -11    70      2
 43102845  30   1   u    0       0          1              0      HB   -10    69      1
 43102445  30   1   u    0       0          1              1      HB    -9    69      1
 43103045  30   1   u    0       0          1              2      HB   -12    69      1
 43102C45  30   1   u    0       0          1              3      HB   -11    69      1
 43302845  30   1   u    0       0          1              4      HB   -10    69      3
 43302445  30   1   u    0       0          1              5      HB    -9    69      3
 43303045  30   1   u    0       0          1              6      HB   -12    69      3
 43302C45  30   1   u    0       0          1              7      HB   -11    69      3
 43402844  30   1   u    0       0          2              0      HB   -10    68      4
 43402444  30   1   u    0       0          2              1      HB    -9    68      4
 43403044  30   1   u    0       0          2              2      HB   -12    68      4
 43402C44  30   1   u    0       0          2              3      HB   -11    68      4
 43202844  30   1   u    0       0          2              4      HB   -10    68      2
 43202444  30   1   u    0       0          2              5      HB    -9    68      2
 43203044  30   1   u    0       0          2              6      HB   -12    68      2
 43202C44  30   1   u    0       0          2              7      HB   -11    68      2
 43102843  30   1   u    0       0          3              0      HB   -10    67      1
 43102443  30   1   u    0       0          3              1      HB    -9    67      1
 43103043  30   1   u    0       0          3              2      HB   -12    67      1
 43102C43  30   1   u    0       0          3              3      HB   -11    67      1
 43302843  30   1   u    0       0          3              4      HB   -10    67      3
 43302443  30   1   u    0       0          3              5      HB    -9    67      3
 43303043  30   1   u    0       0          3              6      HB   -12    67      3
 43302C43  30   1   u    0       0          3              7      HB   -11    67      3
 43101046  30   1   u    0       0          4              0      HB    -4    70      1
 43100C46  30   1   u    0       0          4              1      HB    -3    70      1
 43100846  30   1   u    0       0          4              2      HB    -2    70      1
 43100446  30   1   u    0       0          4              3      HB    -1    70      1
 43301046  30   1   u    0       0          4              4      HB    -4    70      3
 43300C46  30   1   u    0       0          4              5      HB    -3    70      3
 43300846  30   1   u    0       0          4              6      HB    -2    70      3
 43300446  30   1   u    0       0          4              7      HB    -1    70      3
 43401045  30   1   u    0       0          5              0      HB    -4    69      4
 43400C45  30   1   u    0       0          5              1      HB    -3    69      4
 43400845  30   1   u    0       0          5              2      HB    -2    69      4
 43400445  30   1   u    0       0          5              3      HB    -1    69      4
 43201045  30   1   u    0       0          5              4      HB    -4    69      2
 43200C45  30   1   u    0       0          5              5      HB    -3    69      2
 43200845  30   1   u    0       0          5              6      HB    -2    69      2
 43200445  30   1   u    0       0          5              7      HB    -1    69      2
 43101044  30   1   u    0       0          6              0      HB    -4    68      1
 43100C44  30   1   u    0       0          6              1      HB    -3    68      1
 43100844  30   1   u    0       0          6              2      HB    -2    68      1
 43100444  30   1   u    0       0          6              3      HB    -1    68      1
 43301044  30   1   u    0       0          6              4      HB    -4    68      3
 43300C44  30   1   u    0       0          6              5      HB    -3    68      3
 43300844  30   1   u    0       0          6              6      HB    -2    68      3
 43300444  30   1   u    0       0          6              7      HB    -1    68      3
 43401043  30   1   u    0       0          7              0      HB    -4    67      4
 43400C43  30   1   u    0       0          7              1      HB    -3    67      4
 43400843  30   1   u    0       0          7              2      HB    -2    67      4
 43400443  30   1   u    0       0          7              3      HB    -1    67      4
 43201043  30   1   u    0       0          7              4      HB    -4    67      2
 43200C43  30   1   u    0       0          7              5      HB    -3    67      2
 43200843  30   1   u    0       0          7              6      HB    -2    67      2
 43200443  30   1   u    0       0          7              7      HB    -1    67      2
 43400846  30   1   u    0       0          8              0      HB    -2    70      4
 43400446  30   1   u    0       0          8              1      HB    -1    70      4
 43401046  30   1   u    0       0          8              2      HB    -4    70      4
 43400C46  30   1   u    0       0          8              3      HB    -3    70      4
 43200846  30   1   u    0       0          8              4      HB    -2    70      2
 43200446  30   1   u    0       0          8              5      HB    -1    70      2
 43201046  30   1   u    0       0          8              6      HB    -4    70      2
 43200C46  30   1   u    0       0          8              7      HB    -3    70      2
 43100845  30   1   u    0       0          9              0      HB    -2    69      1
 43100445  30   1   u    0       0          9              1      HB    -1    69      1
 43101045  30   1   u    0       0          9              2      HB    -4    69      1
 43100C45  30   1   u    0       0          9              3      HB    -3    69      1
 43300845  30   1   u    0       0          9              4      HB    -2    69      3
 43300445  30   1   u    0       0          9              5      HB    -1    69      3
 43301045  30   1   u    0       0          9              6      HB    -4    69      3
 43300C45  30   1   u    0       0          9              7      HB    -3    69      3
 43400844  30   1   u    0       0         10              0      HB    -2    68      4
 43400444  30   1   u    0       0         10              1      HB    -1    68      4
 43401044  30   1   u    0       0         10              2      HB    -4    68      4
 43400C44  30   1   u    0       0         10              3      HB    -3    68      4
 43200844  30   1   u    0       0         10              4      HB    -2    68      2
 43200444  30   1   u    0       0         10              5      HB    -1    68      2
 43201044  30   1   u    0       0         10              6      HB    -4    68      2
 43200C44  30   1   u    0       0         10              7      HB    -3    68      2
 43100843  30   1   u    0       0         11              0      HB    -2    67      1
 43100443  30   1   u    0       0         11              1      HB    -1    67      1
 43101043  30   1   u    0       0         11              2      HB    -4    67      1
 43100C43  30   1   u    0       0         11              3      HB    -3    67      1
 43300843  30   1   u    0       0         11              4      HB    -2    67      3
 43300443  30   1   u    0       0         11              5      HB    -1    67      3
 43301043  30   1   u    0       0         11              6      HB    -4    67      3
 43300C43  30   1   u    0       0         11              7      HB    -3    67      3
 43102046  30   1   u    0       0         12              0      HB    -8    70      1
 43101C46  30   1   u    0       0         12              1      HB    -7    70      1
 43101846  30   1   u    0       0         12              2      HB    -6    70      1
 43101446  30   1   u    0       0         12              3      HB    -5    70      1
 43302046  30   1   u    0       0         12              4      HB    -8    70      3
 43301C46  30   1   u    0       0         12              5      HB    -7    70      3
 43301846  30   1   u    0       0         12              6      HB    -6    70      3
 43301446  30   1   u    0       0         12              7      HB    -5    70      3
 43402045  30   1   u    0       0         13              0      HB    -8    69      4
 43401C45  30   1   u    0       0         13              1      HB    -7    69      4
 43401845  30   1   u    0       0         13              2      HB    -6    69      4
 43401445  30   1   u    0       0         13              3      HB    -5    69      4
 43202045  30   1   u    0       0         13              4      HB    -8    69      2
 43201C45  30   1   u    0       0         13              5      HB    -7    69      2
 43201845  30   1   u    0       0         13              6      HB    -6    69      2
 43201445  30   1   u    0       0         13              7      HB    -5    69      2
 43102044  30   1   u    0       0         14              0      HB    -8    68      1
 43101C44  30   1   u    0       0         14              1      HB    -7    68      1
 43101844  30   1   u    0       0         14              2      HB    -6    68      1
 43101444  30   1   u    0       0         14              3      HB    -5    68      1
 43302044  30   1   u    0       0         14              4      HB    -8    68      3
 43301C44  30   1   u    0       0         14              5      HB    -7    68      3
 43301844  30   1   u    0       0         14              6      HB    -6    68      3
 43301444  30   1   u    0       0         14              7      HB    -5    68      3
 43402043  30   1   u    0       0         15              0      HB    -8    67      4
 43401C43  30   1   u    0       0         15              1      HB    -7    67      4
 43401843  30   1   u    0       0         15              2      HB    -6    67      4
 43401443  30   1   u    0       0         15              3      HB    -5    67      4
 43202043  30   1   u    0       0         15              4      HB    -8    67      2
 43201C43  30   1   u    0       0         15              5      HB    -7    67      2
 43201843  30   1   u    0       0         15              6      HB    -6    67      2
 43201443  30   1   u    0       0         15              7      HB    -5    67      2
 43401846  30   1   u    0       0         16              0      HB    -6    70      4
 43401446  30   1   u    0       0         16              1      HB    -5    70      4
 43402046  30   1   u    0       0         16              2      HB    -8    70      4
 43401C46  30   1   u    0       0         16              3      HB    -7    70      4
 43201846  30   1   u    0       0         16              4      HB    -6    70      2
 43201446  30   1   u    0       0         16              5      HB    -5    70      2
 43202046  30   1   u    0       0         16              6      HB    -8    70      2
 43201C46  30   1   u    0       0         16              7      HB    -7    70      2
 43101845  30   1   u    0       0         17              0      HB    -6    69      1
 43101445  30   1   u    0       0         17              1      HB    -5    69      1
 43102045  30   1   u    0       0         17              2      HB    -8    69      1
 43101C45  30   1   u    0       0         17              3      HB    -7    69      1
 43301845  30   1   u    0       0         17              4      HB    -6    69      3
 43301445  30   1   u    0       0         17              5      HB    -5    69      3
 43302045  30   1   u    0       0         17              6      HB    -8    69      3
 43301C45  30   1   u    0       0         17              7      HB    -7    69      3
 43401844  30   1   u    0       0         18              0      HB    -6    68      4
 43401444  30   1   u    0       0         18              1      HB    -5    68      4
 43402044  30   1   u    0       0         18              2      HB    -8    68      4
 43401C44  30   1   u    0       0         18              3      HB    -7    68      4
 43201844  30   1   u    0       0         18              4      HB    -6    68      2
 43201444  30   1   u    0       0         18              5      HB    -5    68      2
 43202044  30   1   u    0       0         18              6      HB    -8    68      2
 43201C44  30   1   u    0       0         18              7      HB    -7    68      2
 43101843  30   1   u    0       0         19              0      HB    -6    67      1
 43101443  30   1   u    0       0         19              1      HB    -5    67      1
 43102043  30   1   u    0       0         19              2      HB    -8    67      1
 43101C43  30   1   u    0       0         19              3      HB    -7    67      1
 43301843  30   1   u    0       0         19              4      HB    -6    67      3
 43301443  30   1   u    0       0         19              5      HB    -5    67      3
 43302043  30   1   u    0       0         19              6      HB    -8    67      3
 43301C43  30   1   u    0       0         19              7      HB    -7    67      3
 43103046  30   1   u    0       0         20              0      HB   -12    70      1
 43102C46  30   1   u    0       0         20              1      HB   -11    70      1
 43102846  30   1   u    0       0         20              2      HB   -10    70      1
 43102446  30   1   u    0       0         20              3      HB    -9    70      1
 43303046  30   1   u    0       0         20              4      HB   -12    70      3
 43302C46  30   1   u    0       0         20              5      HB   -11    70      3
 43302846  30   1   u    0       0         20              6      HB   -10    70      3
 43302446  30   1   u    0       0         20              7      HB    -9    70      3
 43403045  30   1   u    0       0         21              0      HB   -12    69      4
 43402C45  30   1   u    0       0         21              1      HB   -11    69      4
 43402845  30   1   u    0       0         21              2      HB   -10    69      4
 43402445  30   1   u    0       0         21              3      HB    -9    69      4
 43203045  30   1   u    0       0         21              4      HB   -12    69      2
 43202C45  30   1   u    0       0         21              5      HB   -11    69      2
 43202845  30   1   u    0       0         21              6      HB   -10    69      2
 43202445  30   1   u    0       0         21              7      HB    -9    69      2
 43103044  30   1   u    0       0         22              0      HB   -12    68      1
 43102C44  30   1   u    0       0         22              1      HB   -11    68      1
 43102844  30   1   u    0       0         22              2      HB   -10    68      1
 43102444  30   1   u    0       0         22              3      HB    -9    68      1
 43303044  30   1   u    0       0         22              4      HB   -12    68      3
 43302C44  30   1   u    0       0         22              5      HB   -11    68      3
 43302844  30   1   u    0       0         22              6      HB   -10    68      3
 43302444  30   1   u    0       0         22              7      HB    -9    68      3
 43403043  30   1   u    0       0         23              0      HB   -12    67      4
 43402C43  30   1   u    0       0         23              1      HB   -11    67      4
 43402843  30   1   u    0       0         23              2      HB   -10    67      4
 43402443  30   1   u    0       0         23              3      HB    -9    67      4
 43203043  30   1   u    0       0         23              4      HB   -12    67      2
 43202C43  30   1   u    0       0         23              5      HB   -11    67      2
 43202843  30   1   u    0       0         23              6      HB   -10    67      2
 43202443  30   1   u    0       0         23              7      HB    -9    67      2
 43104046  30   2   u    0       0          2              0      HB   -16    70      1
 43103C46  30   2   u    0       0          2              1      HB   -15    70      1
 43103846  30   2   u    0       0          2              2      HB   -14    70      1
 43103446  30   2   u    0       0          2              3      HB   -13    70      1
 43304046  30   2   u    0       0          2              4      HB   -16    70      3
 43303C46  30   2   u    0       0          2              5      HB   -15    70      3
 43303846  30   2   u    0       0          2              6      HB   -14    70      3
 43303446  30   2   u    0       0          2              7      HB   -13    70      3
 43403846  30   2   u    0       0          3              0      HB   -14    70      4
 43403446  30   2   u    0       0          3              1      HB   -13    70      4
 4E2C0846  30   2   u    0       0          3              2     HBX   -16    70   -999
 43403C46  30   2   u    0       0          3              3      HB   -15    70      4
 43203846  30   2   u    0       0          3              4      HB   -14    70      2
 43203446  30   2   u    0       0          3              5      HB   -13    70      2
 43204046  30   2   u    0       0          3              6      HB   -16    70      2
 43203C46  30   2   u    0       0          3              7      HB   -15    70      2
 4E2C0845  30   2   u    0       0          4              0     HBX   -16    69   -999
 43403C45  30   2   u    0       0          4              1      HB   -15    69      4
 43403845  30   2   u    0       0          4              2      HB   -14    69      4
 43403445  30   2   u    0       0          4              3      HB   -13    69      4
 43204045  30   2   u    0       0          4              4      HB   -16    69      2
 43203C45  30   2   u    0       0          4              5      HB   -15    69      2
 43203845  30   2   u    0       0          4              6      HB   -14    69      2
 43203445  30   2   u    0       0          4              7      HB   -13    69      2
 43103845  30   2   u    0       0          5              0      HB   -14    69      1
 43103445  30   2   u    0       0          5              1      HB   -13    69      1
 43104045  30   2   u    0       0          5              2      HB   -16    69      1
 43103C45  30   2   u    0       0          5              3      HB   -15    69      1
 43303845  30   2   u    0       0          5              4      HB   -14    69      3
 43303445  30   2   u    0       0          5              5      HB   -13    69      3
 43304045  30   2   u    0       0          5              6      HB   -16    69      3
 43303C45  30   2   u    0       0          5              7      HB   -15    69      3
 43104044  30   2   u    0       0          6              0      HB   -16    68      1
 43103C44  30   2   u    0       0          6              1      HB   -15    68      1
 43103844  30   2   u    0       0          6              2      HB   -14    68      1
 43103444  30   2   u    0       0          6              3      HB   -13    68      1
 43304044  30   2   u    0       0          6              4      HB   -16    68      3
 43303C44  30   2   u    0       0          6              5      HB   -15    68      3
 43303844  30   2   u    0       0          6              6      HB   -14    68      3
 43303444  30   2   u    0       0          6              7      HB   -13    68      3
 43403844  30   2   u    0       0          7              0      HB   -14    68      4
 43403444  30   2   u    0       0          7              1      HB   -13    68      4
 4E2C0844  30   2   u    0       0          7              2     HBX   -16    68   -999
 43403C44  30   2   u    0       0          7              3      HB   -15    68      4
 43203844  30   2   u    0       0          7              4      HB   -14    68      2
 43203444  30   2   u    0       0          7              5      HB   -13    68      2
 43204044  30   2   u    0       0          7              6      HB   -16    68      2
 43203C44  30   2   u    0       0          7              7      HB   -15    68      2
 4E2C0843  30   2   u    0       0          8              0     HBX   -16    67   -999
 43403C43  30   2   u    0       0          8              1      HB   -15    67      4
 43403843  30   2   u    0       0          8              2      HB   -14    67      4
 43403443  30   2   u    0       0          8              3      HB   -13    67      4
 43204043  30   2   u    0       0          8              4      HB   -16    67      2
 43203C43  30   2   u    0       0          8              5      HB   -15    67      2
 43203843  30   2   u    0       0          8              6      HB   -14    67      2
 43203443  30   2   u    0       0          8              7      HB   -13    67      2
 43103843  30   2   u    0       0          9              0      HB   -14    67      1
 43103443  30   2   u    0       0          9              1      HB   -13    67      1
 43104043  30   2   u    0       0          9              2      HB   -16    67      1
 43103C43  30   2   u    0       0          9              3      HB   -15    67      1
 43303843  30   2   u    0       0          9              4      HB   -14    67      3
 43303443  30   2   u    0       0          9              5      HB   -13    67      3
 43304043  30   2   u    0       0          9              6      HB   -16    67      3
 43303C43  30   2   u    0       0          9              7      HB   -15    67      3
 4E224C30  30   2   u    0       0         10              4 CALIB_HB    -1    67      0
 4E224C31  30   2   u    0       0         10              5 CALIB_HB    -1    67      1
 4E224C32  30   2   u    0       0         10              6 CALIB_HB    -1    67      2
 45107445  30   2   u    0       0         12              0      HE   -29    69      1
 45107045  30   2   u    0       0         12              1      HE   -28    69      1
 45204846  30   2   u    0       0         12              2      HE   -18    70      2
 45204446  30   2   u    0       0         12              3      HE   -17    70      2
 45404046  30   2   u    0       0         12              4      HE   -16    70      4
 45207445  30   2   u    0       0         12              5      HE   -29    69      2
 45207045  30   2   u    0       0         13              0      HE   -28    69      2
 45507045  30   2   u    0       0         13              1      HE   -28    69      5
 45307045  30   2   u    0       0         13              2      HE   -28    69      3
 45707045  30   2   u    0       0         13              3      HE   -28    69      7
 45706845  30   2   u    0       0         13              4      HE   -26    69      7
 45607045  30   2   u    0       0         13              5      HE   -28    69      6
 45304846  30   2   u    0       0         14              0      HE   -18    70      3
 45407045  30   2   u    0       0         14              1      HE   -28    69      4
 45304446  30   2   u    0       0         14              2      HE   -17    70      3
 45504846  30   2   u    0       0         14              3      HE   -18    70      5
 45104846  30   2   u    0       0         14              4      HE   -18    70      1
 45404846  30   2   u    0       0         14              5      HE   -18    70      4
 45104845  30   2   u    0       0         15              0      HE   -18    69      1
 45404845  30   2   u    0       0         15              1      HE   -18    69      4
 45504845  30   2   u    0       0         15              2      HE   -18    69      5
 45304445  30   2   u    0       0         15              3      HE   -17    69      3
 45406C45  30   2   u    0       0         15              4      HE   -27    69      4
 45304845  30   2   u    0       0         15              5      HE   -18    69      3
 45706C45  30   2   u    0       0         16              0      HE   -27    69      7
 45306C45  30   2   u    0       0         16              1      HE   -27    69      3
 45506C45  30   2   u    0       0         16              2      HE   -27    69      5
 45606C45  30   2   u    0       0         16              3      HE   -27    69      6
 45307445  30   2   u    0       0         16              4      HE   -29    69      3
 4E2E0CC5  30   2   u    0       0         16              5     HEX   -25    69   -999
 45106C45  30   2   u    0       0         17              0      HE   -27    69      1
 4E2E0DC5  30   2   u    0       0         17              1     HEX   -27    69   -999
 45204845  30   2   u    0       0         17              2      HE   -18    69      2
 45204445  30   2   u    0       0         17              3      HE   -17    69      2
 45404045  30   2   u    0       0         17              4      HE   -16    69      4
 45206C45  30   2   u    0       0         17              5      HE   -27    69      2
 45106C43  30   2   u    0       0         18              0      HE   -27    67      1
 4E2E0CC3  30   2   u    0       0         18              1     HEX   -25    67   -999
 45204844  30   2   u    0       0         18              2      HE   -18    68      2
 45204444  30   2   u    0       0         18              3      HE   -17    68      2
 45404044  30   2   u    0       0         18              4      HE   -16    68      4
 45206C43  30   2   u    0       0         18              5      HE   -27    67      2
 4E2E0DC3  30   2   u    0       0         19              0     HEX   -27    67   -999
 45506C43  30   2   u    0       0         19              1      HE   -27    67      5
 45306C43  30   2   u    0       0         19              2      HE   -27    67      3
 45706C43  30   2   u    0       0         19              3      HE   -27    67      7
 45307443  30   2   u    0       0         19              4      HE   -29    67      3
 45606C43  30   2   u    0       0         19              5      HE   -27    67      6
 45304844  30   2   u    0       0         20              0      HE   -18    68      3
 45406C43  30   2   u    0       0         20              1      HE   -27    67      4
 45304444  30   2   u    0       0         20              2      HE   -17    68      3
 45504844  30   2   u    0       0         20              3      HE   -18    68      5
 45104844  30   2   u    0       0         20              4      HE   -18    68      1
 45404844  30   2   u    0       0         20              5      HE   -18    68      4
 45104843  30   2   u    0       0         21              0      HE   -18    67      1
 45404843  30   2   u    0       0         21              1      HE   -18    67      4
 45504843  30   2   u    0       0         21              2      HE   -18    67      5
 45304443  30   2   u    0       0         21              3      HE   -17    67      3
 45407043  30   2   u    0       0         21              4      HE   -28    67      4
 45304843  30   2   u    0       0         21              5      HE   -18    67      3
 45707043  30   2   u    0       0         22              0      HE   -28    67      7
 45307043  30   2   u    0       0         22              1      HE   -28    67      3
 45507043  30   2   u    0       0         22              2      HE   -28    67      5
 45607043  30   2   u    0       0         22              3      HE   -28    67      6
 45706843  30   2   u    0       0         22              4      HE   -26    67      7
 45207043  30   2   u    0       0         22              5      HE   -28    67      2
 45107443  30   2   u    0       0         23              0      HE   -29    67      1
 45107043  30   2   u    0       0         23              1      HE   -28    67      1
 45204843  30   2   u    0       0         23              2      HE   -18    67      2
 45204443  30   2   u    0       0         23              3      HE   -17    67      2
 45404043  30   2   u    0       0         23              4      HE   -16    67      4
 45207443  30   2   u    0       0         23              5      HE   -29    67      2
 45204C46  30   3   u    0       0          1              0      HE   -19    70      2
 45305046  30   3   u    0       0          1              1      HE   -20    70      3
 45305845  30   3   u    0       0          1              2      HE   -22    69      3
 45306045  30   3   u    0       0          1              3      HE   -24    69      3
 45206045  30   3   u    0       0          1              4      HE   -24    69      2
 45206845  30   3   u    0       0          1              5      HE   -26    69      2
 45606045  30   3   u    0       0          2              0      HE   -24    69      6
 45506045  30   3   u    0       0          2              1      HE   -24    69      5
 45506845  30   3   u    0       0          2              2      HE   -26    69      5
 45606845  30   3   u    0       0          2              3      HE   -26    69      6
 45304C46  30   3   u    0       0          2              4      HE   -19    70      3
 45306845  30   3   u    0       0          2              5      HE   -26    69      3
 45504C46  30   3   u    0       0          3              0      HE   -19    70      5
 45406845  30   3   u    0       0          3              1      HE   -26    69      4
 45605046  30   3   u    0       0          3              2      HE   -20    70      6
 45505046  30   3   u    0       0          3              3      HE   -20    70      5
 45505845  30   3   u    0       0          3              4      HE   -22    69      5
 45605845  30   3   u    0       0          3              5      HE   -22    69      6
 45104C46  30   3   u    0       0          4              0      HE   -19    70      1
 45105046  30   3   u    0       0          4              1      HE   -20    70      1
 45105845  30   3   u    0       0          4              2      HE   -22    69      1
 45106045  30   3   u    0       0          4              3      HE   -24    69      1
 45404C46  30   3   u    0       0          4              4      HE   -19    70      4
 45106845  30   3   u    0       0          4              5      HE   -26    69      1
 45604C46  30   3   u    0       0          5              0      HE   -19    70      6
 45406045  30   3   u    0       0          5              1      HE   -24    69      4
 45205845  30   3   u    0       0          5              2      HE   -22    69      2
 45205046  30   3   u    0       0          5              3      HE   -20    70      2
 45405845  30   3   u    0       0          5              4      HE   -22    69      4
 45405046  30   3   u    0       0          5              5      HE   -20    70      4
